Course_Name,Rating,No_of_Ratings,No_of_Enrollment,Duration,Institution,Subject,Level,Language,Price
TecdeMonterreyX: Transmisión de energía eléctrica,4.4,5 ratings,8994,7,TecdeMonterreyX,Science,Intermediate,Español,4947
BerkleeX: Copyright Law in the Music Business,4.3stars,11 ratings,None,4,BerkleeX,Business & Management,Introductory,English,4956
"UMD, USMx: Introduction to Transforming with Data Analytics and the Digital Organization",None,None,None,4,UMD,Data Analysis & Statistics,Introductory,English,20878
DoaneX: Macroeconomics - The Basics,4.1,14 ratings,11509,8,DoaneX,Economics & Finance,Introductory,English,9978
DelftX: Sustainable Aviation: The Route to Climate-Neutral Aviation,4.3stars,20 ratings,6440,6,DelftX,Engineering,Introductory,English,4200
RWTHx: Machine Dynamics with MATLAB,None,None,18484,7,RWTHx,Engineering,Intermediate,English,10816
EdinburghX: Climate Solutions,4.6stars,22 ratings,5327,5,EdinburghX,Environmental Studies,Introductory,English,4956
GalileoX: Cálculo Diferencial,None,None,30147,8,GalileoX,Computer Science,Intermediate,Español,1593
IDBx: Datos para la efectividad de las políticas públicas,4.6,37 ratings,90424,10,IDBx,Data Analysis & Statistics,Introductory,Español,2096
HECMontrealX: La gestion des conflits,4.6,11 ratings,10355,7,HECMontrealX,Business & Management,Introductory,Français,20878
IMFx: Balance of Payments and International Investment Position Statistics,4.5,6 ratings,5398,8,IMFx,Economics & Finance,Intermediate,English,2096
"UMGC, USMx: Instructional Design Models",4.6,39 ratings,22313,8,UMGC,Education & Teacher Training,Intermediate,English,25070
Statistics.comX: MLOps1 (Azure): Deploying AI & ML Models in Production using Microsoft Azure Machine Learning,4.6,6 ratings,None,4,Statistics.comX,Computer Science,Intermediate,English,20039
WageningenX: Plant Based Diets: Food for a Sustainable Future,4.7,9 ratings,9260,7,WageningenX,Food & Nutrition,Intermediate,English,14170
AlaskaX: Sport Analytics: Data Driven Decision Making,3.8,5 ratings,None,4,AlaskaX,Business & Management,Introductory,English,19201
TUMx: Lean Six Sigma: Green Belt Sustainability Project,None,None,None,20,TUMx,Business & Management,Intermediate,English,67116
DelftX: Linear Algebra II: Matrices and Linear Transformations,3.2,5 ratings,None,6,DelftX,Math,Intermediate,English,12493
WageningenX: Catalytic Conversions for Biobased Chemicals and Products,3.8,12 ratings,7670,5,WageningenX,Chemistry,Advanced,English,15847
ColumbiaX: Protecting Children in Humanitarian Settings,4.8,12 ratings,14082,12,ColumbiaX,Social Sciences,Intermediate,English,4192
JesusCollege: Preventing and Responding to Sexual Harassment and Violence,5,6 ratings,None,6,JesusCollege,Social Sciences,Introductory,English,4108
"StanfordOnline: Algorithms: Design and Analysis, Part 2",None,None,11225,6,StanfordOnline,Computer Science,Intermediate,English,12493
UPValenciaX: Excel: Creación de un panel gráfico de control empresarial,None,None,None,3,UPValenciaX,Business & Management,Intermediate,Español,1593
APA: Data Analysis for the Behavioral Sciences,4.7stars,7 ratings,None,8,APA,Data Analysis & Statistics,Introductory,English,10836
UAMx: Introducción a la programación en C: Funciones y punteros,None,None,11304,5,UAMx,Computer Science,Introductory,Español,2432
IUx: Career Networking: Build a Social Media Presence,None,None,None,4,IUx,Communication,Introductory,English,8301
NYIF: Financial Analysis of Insurance Companies – Industry Overview and Analysis of Financial and Regulatory Reporting,4.4,10 ratings,None,3,NYIF,Economics & Finance,Advanced,English,16685
"DartmouthX, IMTx: C Programming: Advanced Data Types",4.6stars,5 ratings,23452,5,DartmouthX,Computer Science,Intermediate,English,8316
JaverianaX: Criptoactivos y finanzas digitales,None,None,None,6,JaverianaX,Computer Science,Introductory,Español,3780
AnahuacX: Introducción a R,4.5stars,12 ratings,17874,4,AnahuacX,Data Analysis & Statistics,Introductory,Español,3276
UQx: Unlocking Your Employability,4.7stars,7 ratings,52807,7,UQx,Humanities,Introductory,English,10836
LinuxFoundationX: Introduction to Hyperledger Blockchain Technologies,4.4,15 ratings,151754,10,LinuxFoundationX,Business & Management,Introductory,English,15847
AI: Data Engineering with Databricks,None,None,None,3,AI,Computer Science,Introductory,English,20878
AWS: Hands-on with AWS: Software Development Practices,4.8,11 ratings,None,2,AWS,Computer Science,Introductory,English,9978
UPValenciaX: Bases Matemáticas: Números y terminología,4.8,7 ratings,38863,4,UPValenciaX,Math,Intermediate,Español,1593
"UQx, microsoftedu: Deep Learning through Transformative Pedagogy",None,None,None,4,microsoftedu,Education & Teacher Training,Intermediate,English,15876
RITx: Best Practices for Project Management Success,4.6stars,9 ratings,55022,11,RITx,Business & Management,Intermediate,English,37716
EIT_Food: The Human Microbiome,4.6,14 ratings,None,3,EIT_Food,Food & Nutrition,Intermediate,English,8301
UTAustinX: Classroom Strategies for Inquiry-Based Learning,4.6,5 ratings,26482,4,UTAustinX,Education & Teacher Training,Introductory,English,12493
ChalmersX: Electric and Conventional Vehicles,5.0stars,5 ratings,30911,7,ChalmersX,Engineering,Advanced,English,20916
"HarvardX: ChinaX Book Club: Five Authors, Five Books, Five Views of China",None,None,12433,5,HarvardX,Literature,Introductory,English,12516
EPFLx: Housing and Cities,4.5,24 ratings,14594,10,EPFLx,Architecture,Intermediate,English,15008
DelftX: Circular Economy for a Sustainable Built Environment,4.9,12 ratings,16805,6,DelftX,Architecture,Intermediate,English,4192
LouvainX: Psychologie de la négociation,5,6 ratings,59026,10,LouvainX,Business & Management,Intermediate,Français,12493
AWS: Introduction to Designing Data Lakes on AWS,3.9,9 ratings,None,5,AWS,Data Analysis & Statistics,Intermediate,English,17524
SorbonneX: La maladie d’Alzheimer : comprendre pour mieux aider,4.6stars,11 ratings,None,6,SorbonneX,Medicine,Introductory,Français,4956
ChalmersX: System Design for Supply Chain Management and Logistics,4.4stars,11 ratings,26000,8,ChalmersX,Business & Management,Introductory,English,4116
HarvardX: Advanced Bioconductor,None,None,31815,4,HarvardX,Data Analysis & Statistics,Advanced,English,18362
WBGx: Evaluating Impact in Low- and Middle-Income Countries,4.6stars,30 ratings,None,24,WBGx,Economics & Finance,Introductory,English,420
"MichiganX, microsoftedu: Leading Change: Go Beyond Gamification with Gameful Learning",4.5,5 ratings,18787,8,microsoftedu,Education & Teacher Training,Introductory,English,4947
"UMD, USMx: Financing Innovative Ventures",4.7,13 ratings,6585,4,UMD,Business & Management,Introductory,English,15847
HKUx: Fundamentals of Cariology,None,None,None,4,HKUx,Medicine,Intermediate,English,8316
WageningenX: Sustainable Tourism: Society & Environmental Aspects,None,None,17815,6,WageningenX,Philosophy & Ethics,Introductory,English,20878
AI: Rust Fundamentals,None,None,None,4,AI,Computer Science,Introductory,English,3779916
"ImperialX: A-level Mathematics for Year 12 - Course 2: Calculus, Newton’s Laws and Hypothesis Testing",None,None,None,7,ImperialX,Math,Intermediate,English,4947
State-Bank-of-India: Introduction to Machine Learning for Finance,None,None,None,4,State-Bank-of-India,Data Analysis & Statistics,Introductory,English,15847
IMFx: VITARA - Audit,None,None,None,1,IMFx,Economics & Finance,Intermediate,English,2096
IDBx: Data for Effective Policy Making,4.7stars,33 ratings,21259,10,IDBx,Data Analysis & Statistics,Introductory,English,2100
WasedaX: Sports Injury Prevention,4.2,6 ratings,None,6,WasedaX,Health & Safety,Intermediate,English,5785
IBM: Introduction to IBM z/OS Mainframe,None,None,None,3,IBM,Computer Science,Introductory,English,8301
APA: Be a Better Learner Using Psychology,4.9,7 ratings,None,8,APA,Social Sciences,Introductory,English,10816
WisconsinX: Teaching Teamwork & Communication Skills,None,None,None,3,WisconsinX,Education & Teacher Training,Intermediate,English,9978
GalileoX: Introducción a la Inteligencia Artificial: Principales Algoritmos,4.2,5 ratings,15055,4,GalileoX,Computer Science,Introductory,Español,1593
CurtinX: Cybersecurity and Privacy in the IoT,None,None,26099,5,CurtinX,Computer Science,Introductory,English,16685
"HKUx: State, Law and the Economy I",4.8stars,5 ratings,6201,5,HKUx,Economics & Finance,Intermediate,English,4200
TUGrazX: Electromagnetic Compatibility Essentials,4.9,9 ratings,None,4,TUGrazX,Electronics,Intermediate,English,10816
