Course_Name,Rating,No_of_Ratings,No_of_Enrollment,Duration,Institution,Subject,Level,Language,Price
 Data Analytics and Visualization in Health Care,4.5,9,14229,8,RITx,Data Analysis & Statistics,Advanced,English,20878
 Mathematical Optimization for Engineers,4.3,9,6823,8,RWTHx,Engineering,Intermediate,English,8316
 Células y tejidos,,,,6,UPValenciaX,Biology & Life Sciences,Introductory,Spanish,4116
 Supply Chains for Manufacturing: Capacity Analytics,5,5,14334,9,MITx,Engineering,Advanced,English,14700
 Vocal Recording Technology,4.6,6,62006,6,BerkleeX,Engineering,Introductory,English,4947
 IT Fundamentals for Business Professionals: Hardware,4.6,7,18319,4,UPValenciaX,Computer Science,Introductory,English,5796
 Statistics,,,,3,DelftX,Math,Intermediate,English,12493
 Genetics: Population Genetics and Human Traits,4.6,5,,5,MITx,Biology & Life Sciences,Advanced,English,8301
 Gestión de inventario y portafolio,,,12908,5,logycaX,Engineering,Introductory,Spanish,1596
 Psychological Influences on Decision Making,5,9,,8,APA,Social Sciences,Introductory,English,10816
 Google Cloud Computing Foundations: Networking and Security in Google Cloud,4.8,5,,1,GoogleCloud,Computer Science,Introductory,English,12493
 Sprint Planning for Faster Agile Team Delivery,4.3,26,18824,4,UMD,Engineering,Advanced,English,20916
 Digital Commerce Reinventing Business Models,4.1,19,,4,TecdeMonterreyX,Business & Management,Intermediate,English,20916
" Visualizing Japan (1850s-1930s): Westernization, Protest, Modernity",,,37192,6,MITx,Art & Culture,Introductory,English,5366
" Music, Art, Society, and Self",,,,4,WisconsinX,Art & Culture,Introductory,English,6636
 ¿Cómo hacer uso responsable de la inteligencia artificial?,4.6,15,8054,10,IDBx,Ethics,Intermediate,Spanish,2432
 Introduction to Generative AI for Executives and Business Leaders,4.7,7,,1,IBM,Business & Management,Introductory,English,4116
 Teach teens computing: Object-oriented Programming in Python,,,,4,RaspberryPiFoundation,Education & Teacher Training,Advanced,English,4947
 Writing successfully for the Stage,4.8,5,14577,4,UniversityofCambridge,Communication,Intermediate,English,25116
 Exploring GraphQL: A Query Language for APIs,,,35959,7,LinuxFoundationX,Computer Science,Introductory,English,15876
 Lean Six Sigma Green Belt Business Project,,,,20,TUMx,Business & Management,Intermediate,English,218400
 UX Research,4.3,11,14051,6,HECMontrealX,Social Sciences,Intermediate,English,30939
 Big Data Analytics,,,51237,10,AdelaideX,Computer Science,Intermediate,English,16716
 Consumer Behaviour,,,10640,6,IIMBx,Business & Management,Introductory,English,12493
 Gestión de riesgos en proyectos de desarrollo,4.7,34,60816,10,IDBx,Business & Management,Intermediate,Spanish,2096
 Qualitative Research in Psychology,4.5,6,,8,APA,Social Sciences,Intermediate,English,10836
" Secure Software Development: Requirements, Design, and Reuse",,,6037,7,LinuxFoundationX,Computer Science,Introductory,English,20916
 Sikhism Through Its Scriptures,4.8,10,52350,4,HarvardX,Humanities,Introductory,English,12516
 Introduction to Istio,,,,10,LinuxFoundationX,Computer Science,Intermediate,English,15847
 Understanding Nuclear Energy,4.5,8,21286,6,DelftX,Engineering,Intermediate,English,11676
 Content Marketing Strategy,,,,4,State-Bank-of-India,Business & Management,Introductory,English,8316
 The Hardware of a Quantum Computer,4.5,8,28391,6,DelftX,Physics,Intermediate,English,12516
 Grabar y mezclar música,,,23043,4,BerkleeX,Music,Introductory,Spanish,4956
 Introduction to Databases and SQL,3.4,6,,3,RaspberryPiFoundation,Education & Teacher Training,Intermediate,English,4947
 Big Data sin misterios,4.6,17,73862,10,IDBx,Data Analysis & Statistics,Intermediate,Spanish,2096
 Image Processing and Analysis for Life Scientists,4.3,6,14693,7,EPFLx,Data Analysis & Statistics,Intermediate,English,20878
 Mandarin Chinese Level 2,5,7,14969,6,MandarinX,Language,Introductory,English,15876
 Japanese Books: From Manuscript to Print,5,5,28948,9,HarvardX,Art & Culture,Introductory,English,12516
 Leadership and Management for PM Practitioners in IT,4.8,16,27820,6,UWashingtonX,Business & Management,Introductory,English,20878
 A strategic approach to talent management,4.7,71,,2,StellenboschX,Business & Management,Intermediate,English,12493
 Educación emocional para el bienestar personal,,,7819,5,URosarioX,Health & Safety,Introductory,Spanish,3270
 European Union Law,4.7,9,,11,KULeuvenX,Law,Introductory,English,4947
 Noongar Language and Culture,5,8,18496,6,CurtinX,Language,Introductory,English,15036
 Quantitative Marketing Research,,,10989,5,IIMBx,Business & Management,Introductory,English,15847
 Fundamentos de fotografía documental,,,20822,6,URosarioX,Art & Culture,Introductory,Spanish,1593
 Quantitative Research Methods,,,,8,APA,Social Sciences,Introductory,English,10816
 Planning for Risk and Retirement,4.1,9,,4,IUx,Economics & Finance,Introductory,English,16716
 Implant Dentistry,4.6,8,11656,5,HKUx,Medicine,Introductory,English,12516
 An Introduction to Computer Networking for Teachers,4.7,13,,3,RaspberryPiFoundation,Education & Teacher Training,Intermediate,English,4956
 We the People: Civic Engagement in a Constitutional Democracy,5,7,9241,7,HarvardX,Social Sciences,Introductory,English,12516
 Cannabis Cultivation and Processing,4.1,7,20330,3,DoaneX,Environmental Studies,Introductory,English,18362
 Revenue Forecasting and Analysis,4.5,20,7597,8,IMFx,Economics & Finance,Intermediate,English,2100
" Introducción al griego clásico: lengua, nombres y mitología",3.8,5,30025,5,UAMx,Language,Introductory,Spanish,2436
 Arquitectura latinoamericana contemporánea,4.8,5,,4,URosarioX,Architecture,Introductory,Spanish,3270
" Lean Six Sigma Black Belt Certification Part 1: Basic Improvement, Define and Measure",4.4,32,,8,JuranX,Business & Management,Intermediate,English,10481
" Unix Tools: Data, Software and Production Engineering",,,7096,6,DelftX,Computer Science,Intermediate,English,4200
 Working in Teams: A Practical Guide,4.5,6,50417,4,UQx,Humanities,Introductory,English,10816
 Introduction to Connected Strategy,4.7,36,22376,6,Wharton,Business & Management,Intermediate,English,16685
 Circular Economy: An Interdisciplinary Approach,4.5,11,19745,6,WageningenX,Environmental Studies,Advanced,English,12493
 PM4R Agile: mentalidad ágil en proyectos de desarrollo,4.7,55,9545,10,IDBx,Business & Management,Intermediate,Spanish,1593
 Online Marketing Strategies,,,70907,12,CurtinX,Communication,Advanced,English,16716
 Technical Analysis and the Skill of Day Trading,4.2,19,,4,NYIF,Economics & Finance,Introductory,English,
 Bridging Differences,5,9,10088,8,BerkeleyX,Social Sciences,Introductory,English,14170
 Strategic Account Management,4.2,10,14286,6,QueensX,Business & Management,Introductory,English,15876
 Introducción al Derecho Internacional Público,4.4,7,7018,4,AnahuacX,Law,Introductory,Spanish,3270
 On-Ramp to AP* Physics C: Mechanics,,,17398,2,WestonHS,Physics,Introductory,English,2436
 Micro and Nanofabrication (MEMS),4,6,21492,7,EPFLx,Engineering,Advanced,English,20878
 Worldviews - From Sustainability to Regeneration,4.7,7,,12,ETHx,Philosophy & Ethics,Introductory,English,4200
" Mathematics 1 Part 2: Integral calculus, algebra, and applications",4.5,6,,5,LSE,Math,Intermediate,English,16702
 El poder de la comunicación consciente,,,,4,URosarioX,Communication,Introductory,Spanish,3270
 Storytelling and Persuading using Data and Digital Technologies,4.2,5,10007,4,UMD,Data Analysis & Statistics,Introductory,English,20878
 Recruiting and Selecting the Right Person,4.2,28,5660,6,UCx,Business & Management,Advanced,English,14170
 Lifestyle Medicine Treatments of Chronic Disease – Part 1,4.6,21,11534,2,DoaneX,Medicine,Intermediate,English,18396
 Leer y escribir en la universidad,,,,1,URosarioX,Communication,Introductory,Spanish,3270
 Linear Algebra III: Determinants and Eigenvalues,4.5,13,5986,3,GTx,Math,Intermediate,English,20878
 Steps in Japanese for Beginners1 Part2,,,15991,5,WasedaX,Language,Introductory,English,10816
" Fundamentals of Biomedical Imaging: Ultrasounds, X-ray, positron emission tomography (PET) and applications",,,17115,7,EPFLx,Engineering,Advanced,English,17524
 Animal Behaviour in Conservation,4.8,6,,5,WageningenX,Biology & Life Sciences,Introductory,English,14170
 Building Your Career in Music: Developing a Brand and Funding,,,,1,BerkleeX,Music,Introductory,English,4947
 Digitalization of Intelligent and Integrated Energy Systems,4.1,8,,6,DelftX,Engineering,Introductory,English,12493
 Services Marketing: Concepts & Applications,,,,6,IIMBx,Business & Management,Introductory,English,15847
 Introduction to Cilium,,,,10,LinuxFoundationX,Computer Science,Introductory,English,12493
 ?????? | Intermediate Chinese Grammar,,,27293,12,PekingX,Humanities,Intermediate,Chinese,4947
 Let’s Get Personal: Working with Personality Type,4,14,11253,6,UMD,Business & Management,Introductory,English,20916
 Introducción a la programación en C: Tipos de datos y estructuras,,,23950,5,UAMx,Computer Science,Introductory,Spanish,2432
 Mentalidad Emprendedora,,,19259,4,TecdeMonterreyX,Business & Management,Advanced,Spanish,9978
 Psychology of Personal Growth,3.6,5,67355,6,HKUSTx,Social Sciences,Introductory,English,4947
 Communication Skills for Dialoguing Across Difference,4.7,20,68791,1,CatalystX,Communication,Introductory,English,4956
 18th-Century Opera: Handel & Mozart,4.9,7,28394,5,HarvardX,Music,Introductory,English,17524
 Financial Soundness Indicators,4.8,9,,5,IMFx,Economics & Finance,Intermediate,English,2096
 A System View of Communications: From Signals to Packets (Part 1),,,36164,7,HKUSTx,Computer Science,Introductory,English,6636
 Probabilidad y estadística,,,,4,URosarioX,Math,Intermediate,Spanish,3270
 Comunicación efectiva en inglés jurídico,,,,4,URosarioX,Communication,Intermediate,English,3270
 Leadership and organizational behavior,4.7,7,9591,4,TecdeMonterreyX,Business & Management,Intermediate,Spanish,15847
 Negotiation Skills and Effective Communication,4.7,9,14932,4,TecdeMonterreyX,Business & Management,Intermediate,Spanish,15847
 DevOps and Software Engineering Capstone Project,,,,5,IBM,Computer Science,Intermediate,English,4108
 Probability and Statistics III:  A Gentle Introduction to Statistics,,,6368,4,GTx,Data Analysis & Statistics,Intermediate,English,20916
 Energy Demand in Buildings,4.1,14,10348,5,DelftX,Architecture,Introductory,English,11655
 Análisis del riesgo de desastres y cambio climático en proyectos de infraestructura,4.8,21,10315,10,IDBx,Engineering,Advanced,Spanish,2096
 Managing Personal Cash and Credit,,,,4,IUx,Economics & Finance,Introductory,English,16685
 Producción musical y su efecto en la composición,,,15781,6,BerkleeX,Music,Introductory,Spanish,4947
 Genetic Models for Animal Breeding,4.4,9,17714,6,WageningenX,Biology & Life Sciences,Intermediate,English,15847
 Theatre and set design,3.4,10,5589,10,FedericaX,Architecture,Introductory,English,4612
 Energy to Electrochemistry Final Exam,,,,4,HarvardX,Chemistry,Introductory,English,42000
 IT Fundamentals for Business Professionals: Cybersecurity and social implications,,,13075,3,UPValenciaX,Computer Science,Introductory,English,5785
 'Talk to me': Improving mental health and suicide prevention in young adults,4.6,8,22760,6,CurtinX,Health & Safety,Introductory,English,12493
 E-commerce logistics and Last Mile,4.4,19,7629,5,logycaX,Business & Management,Introductory,English,1593
 Formulación y nomenclatura de compuestos químicos,,,19710,6,UPValenciaX,Chemistry,Introductory,Spanish,1593
 Introduction à l'Analyse du Cycle de Vie - de la pensée à la pratique,,,5212,7,EPFLx,Engineering,Introductory,French,14196
 Storytelling: comunica tus ideas con impacto,,,,4,URosarioX,Communication,Introductory,Spanish,4108
 Astrophysics: Exploring Exoplanets,4.7,19,54363,9,ANUx,Physics,Intermediate,English,4947
 An Introduction to Credit Risk Management,4.4,7,60989,7,DelftX,Business & Management,Intermediate,English,16685
 Fixed Income Portfolio Management,3.7,6,,4,NYIF,Economics & Finance,Advanced,English,16685
 Risk Management in Development Projects,4.5,41,20382,10,IDBx,Business & Management,Intermediate,English,2100
 Becoming a People Manager: Taking Charge with Care,4.8,15,,4,IUx,Business & Management,Introductory,English,16685
 Transmisión de energía eléctrica,4.4,5,8994,7,TecdeMonterreyX,Science,Intermediate,Spanish,4947
 Copyright Law in the Music Business,4.3,11,,4,BerkleeX,Business & Management,Introductory,English,4956
 Introduction to Transforming with Data Analytics and the Digital Organization,,,,4,UMD,Data Analysis & Statistics,Introductory,English,20878
 Macroeconomics - The Basics,4.1,14,11509,8,DoaneX,Economics & Finance,Introductory,English,9978
 Sustainable Aviation: The Route to Climate-Neutral Aviation,4.3,20,6440,6,DelftX,Engineering,Introductory,English,4200
 Machine Dynamics with MATLAB,,,18484,7,RWTHx,Engineering,Intermediate,English,10816
 Climate Solutions,4.6,22,5327,5,EdinburghX,Environmental Studies,Introductory,English,4956
 Cálculo Diferencial,,,30147,8,GalileoX,Computer Science,Intermediate,Spanish,1593
 Datos para la efectividad de las políticas públicas,4.6,37,90424,10,IDBx,Data Analysis & Statistics,Introductory,Spanish,2096
 La gestion des conflits,4.6,11,10355,7,HECMontrealX,Business & Management,Introductory,French,20878
 Balance of Payments and International Investment Position Statistics,4.5,6,5398,8,IMFx,Economics & Finance,Intermediate,English,2096
 Instructional Design Models,4.6,39,22313,8,UMGC,Education & Teacher Training,Intermediate,English,25070
 MLOps1 (Azure): Deploying AI & ML Models in Production using Microsoft Azure Machine Learning,4.6,6,,4,Statistics.comX,Computer Science,Intermediate,English,20039
 Plant Based Diets: Food for a Sustainable Future,4.7,9,9260,7,WageningenX,Food & Nutrition,Intermediate,English,14170
 Sport Analytics: Data Driven Decision Making,3.8,5,,4,AlaskaX,Business & Management,Introductory,English,19201
 Lean Six Sigma: Green Belt Sustainability Project,,,,20,TUMx,Business & Management,Intermediate,English,67116
 Linear Algebra II: Matrices and Linear Transformations,3.2,5,,6,DelftX,Math,Intermediate,English,12493
 Catalytic Conversions for Biobased Chemicals and Products,3.8,12,7670,5,WageningenX,Chemistry,Advanced,English,15847
 Protecting Children in Humanitarian Settings,4.8,12,14082,12,ColumbiaX,Social Sciences,Intermediate,English,4192
 Preventing and Responding to Sexual Harassment and Violence,5,6,,6,JesusCollege,Social Sciences,Introductory,English,4108
" Algorithms: Design and Analysis, Part 2",,,11225,6,StanfordOnline,Computer Science,Intermediate,English,12493
 Excel: Creación de un panel gráfico de control empresarial,,,,3,UPValenciaX,Business & Management,Intermediate,Spanish,1593
 Data Analysis for the Behavioral Sciences,4.7,7,,8,APA,Data Analysis & Statistics,Introductory,English,10836
 Introducción a la programación en C: Funciones y punteros,,,11304,5,UAMx,Computer Science,Introductory,Spanish,2432
 Career Networking: Build a Social Media Presence,,,,4,IUx,Communication,Introductory,English,8301
 Financial Analysis of Insurance Companies – Industry Overview and Analysis of Financial and Regulatory Reporting,4.4,10,,3,NYIF,Economics & Finance,Advanced,English,16685
 C Programming: Advanced Data Types,4.6,5,23452,5,DartmouthX,Computer Science,Intermediate,English,8316
 Criptoactivos y finanzas digitales,,,,6,JaverianaX,Computer Science,Introductory,Spanish,3780
 Introducción a R,4.5,12,17874,4,AnahuacX,Data Analysis & Statistics,Introductory,Spanish,3276
 Unlocking Your Employability,4.7,7,52807,7,UQx,Humanities,Introductory,English,10836
 Introduction to Hyperledger Blockchain Technologies,4.4,15,151754,10,LinuxFoundationX,Business & Management,Introductory,English,15847
 Data Engineering with Databricks,,,,3,AI,Computer Science,Introductory,English,20878
 Hands-on with AWS: Software Development Practices,4.8,11,,2,AWS,Computer Science,Introductory,English,9978
 Bases Matemáticas: Números y terminología,4.8,7,38863,4,UPValenciaX,Math,Intermediate,Spanish,1593
 Deep Learning through Transformative Pedagogy,,,,4,microsoftedu,Education & Teacher Training,Intermediate,English,15876
 Best Practices for Project Management Success,4.6,9,55022,11,RITx,Business & Management,Intermediate,English,37716
 The Human Microbiome,4.6,14,,3,EIT_Food,Food & Nutrition,Intermediate,English,8301
 Classroom Strategies for Inquiry-Based Learning,4.6,5,26482,4,UTAustinX,Education & Teacher Training,Introductory,English,12493
 Electric and Conventional Vehicles,5,5,30911,7,ChalmersX,Engineering,Advanced,English,20916
" ChinaX Book Club: Five Authors, Five Books, Five Views of China",,,12433,5,HarvardX,Literature,Introductory,English,12516
 Housing and Cities,4.5,24,14594,10,EPFLx,Architecture,Intermediate,English,15008
 Circular Economy for a Sustainable Built Environment,4.9,12,16805,6,DelftX,Architecture,Intermediate,English,4192
 Psychologie de la négociation,5,6,59026,10,LouvainX,Business & Management,Intermediate,French,12493
 Introduction to Designing Data Lakes on AWS,3.9,9,,5,AWS,Data Analysis & Statistics,Intermediate,English,17524
 La maladie d’Alzheimer : comprendre pour mieux aider,4.6,11,,6,SorbonneX,Medicine,Introductory,French,4956
 System Design for Supply Chain Management and Logistics,4.4,11,26000,8,ChalmersX,Business & Management,Introductory,English,4116
 Advanced Bioconductor,,,31815,4,HarvardX,Data Analysis & Statistics,Advanced,English,18362
 Evaluating Impact in Low- and Middle-Income Countries,4.6,30,,24,WBGx,Economics & Finance,Introductory,English,420
 Leading Change: Go Beyond Gamification with Gameful Learning,4.5,5,18787,8,microsoftedu,Education & Teacher Training,Introductory,English,4947
 Financing Innovative Ventures,4.7,13,6585,4,UMD,Business & Management,Introductory,English,15847
 Fundamentals of Cariology,,,,4,HKUx,Medicine,Intermediate,English,8316
 Sustainable Tourism: Society & Environmental Aspects,,,17815,6,WageningenX,Philosophy & Ethics,Introductory,English,20878
 Rust Fundamentals,,,,4,AI,Computer Science,Introductory,English,3779916
" A-level Mathematics for Year 12 - Course 2: Calculus, Newton’s Laws and Hypothesis Testing",,,,7,ImperialX,Math,Intermediate,English,4947
 Introduction to Machine Learning for Finance,,,,4,State-Bank-of-India,Data Analysis & Statistics,Introductory,English,15847
 VITARA - Audit,,,,1,IMFx,Economics & Finance,Intermediate,English,2096
 Data for Effective Policy Making,4.7,33,21259,10,IDBx,Data Analysis & Statistics,Introductory,English,2100
 Sports Injury Prevention,4.2,6,,6,WasedaX,Health & Safety,Intermediate,English,5785
 Introduction to IBM z/OS Mainframe,,,,3,IBM,Computer Science,Introductory,English,8301
 Be a Better Learner Using Psychology,4.9,7,,8,APA,Social Sciences,Introductory,English,10816
 Teaching Teamwork & Communication Skills,,,,3,WisconsinX,Education & Teacher Training,Intermediate,English,9978
 Introducción a la Inteligencia Artificial: Principales Algoritmos,4.2,5,15055,4,GalileoX,Computer Science,Introductory,Spanish,1593
 Cybersecurity and Privacy in the IoT,,,26099,5,CurtinX,Computer Science,Introductory,English,16685
" State, Law and the Economy I",4.8,5,6201,5,HKUx,Economics & Finance,Intermediate,English,4200
 Electromagnetic Compatibility Essentials,4.9,9,,4,TUGrazX,Electronics,Intermediate,English,10816
